Year,Month,Day,Prevailing Wind Direction (°)_ King's Park_Value,completeness
2016,2,11,130,C
2016,2,12,120,C
2016,2,13,230,C
2016,2,14,290,C
2016,2,15,040,C
2016,2,16,040,C
2016,2,17,050,C
2016,2,18,120,C
2016,2,19,130,C
2016,2,20,060,C
2016,2,21,120,C
2016,2,22,130,C
2016,2,23,060,C
2016,2,24,040,C
2016,2,25,040,C
2016,2,26,050,C
2016,2,27,290,C
2016,2,28,290,C
2016,2,29,130,C
2016,3,1,130,C
2016,3,2,130,C
2016,3,3,130,C
2016,3,4,130,C
2016,3,5,130,C
2016,3,6,290,C
2016,3,7,130,C
2016,3,8,130,#
2016,3,9,130,C
2016,3,10,040,C
2016,3,11,040,C
2016,3,12,110,C
2016,3,13,130,C
2016,3,14,050,#
2016,3,15,110,C
2016,3,16,130,C
2016,3,17,130,C
2016,3,18,120,C
2016,3,19,120,C
2016,3,20,130,C
2016,3,21,130,C
2016,3,22,130,C
2016,3,23,130,C
2016,3,24,130,C
2016,3,25,050,C
2016,3,26,130,C
2016,3,27,100,C
2016,3,28,130,C
2016,3,29,130,C
2016,3,30,130,C
2016,3,31,290,C
2016,4,1,130,C
2016,4,2,130,C
2016,4,3,120,C
2016,4,4,290,C
2016,4,5,120,C
2016,4,6,120,C
2016,4,7,120,C
2016,4,8,120,C
2016,4,9,190,C
2016,4,10,130,C
2016,4,11,130,C
2016,4,12,130,C
2016,4,13,120,C
2016,4,14,120,C
2016,4,15,140,C
2016,4,16,120,C
2016,4,17,120,C
2016,4,18,130,C
2016,4,19,120,C
2016,4,20,130,C
2016,4,21,290,C
2016,4,22,290,C
2016,4,23,300,C
2016,4,24,140,C
2016,4,25,290,C
2016,4,26,220,C
2016,4,27,290,C
2016,4,28,130,C
2016,4,29,120,C
2016,4,30,130,C
2016,5,1,130,C
2016,5,2,130,C
2016,5,3,290,C
2016,5,4,130,C
2016,5,5,200,C
2016,5,6,190,C
2016,5,7,190,C
2016,5,8,160,C
2016,5,9,190,C
2016,5,10,280,C
2016,5,11,130,C
2016,5,12,130,C
2016,5,13,130,C
2016,5,14,130,C
2016,5,15,130,C
2016,5,16,040,C
2016,5,17,120,C
2016,5,18,130,C
2016,5,19,120,C
2016,5,20,120,C
2016,5,21,290,C
2016,5,22,290,C
2016,5,23,290,C
2016,5,24,290,C
2016,5,25,130,C
2016,5,26,120,C
2016,5,27,120,C
2016,5,28,220,C
2016,5,29,220,C
2016,5,30,300,C
2016,5,31,290,C
2016,6,1,280,C
2016,6,2,290,C
2016,6,3,290,C
2016,6,4,290,C
2016,6,5,280,C
2016,6,6,120,C
2016,6,7,130,C
2016,6,8,130,C
2016,6,9,130,C
2016,6,10,120,C
2016,6,11,290,C
2016,6,12,220,C
2016,6,13,290,C
2016,6,14,240,C
2016,6,15,220,C
2016,6,16,290,C
2016,6,17,290,C
2016,6,18,210,C
2016,6,19,120,C
2016,6,20,180,C
2016,6,21,190,C
2016,6,22,290,C
2016,6,23,290,C
2016,6,24,290,C
2016,6,25,120,C
2016,6,26,130,C
2016,6,27,130,C
2016,6,28,130,C
2016,6,29,120,C
2016,6,30,160,C
2016,7,1,200,C
2016,7,2,210,C
2016,7,3,210,C
2016,7,4,180,C
2016,7,5,130,C
2016,7,6,130,C
2016,7,7,120,C
2016,7,8,280,C
2016,7,9,290,C
2016,7,10,290,C
2016,7,11,290,C
2016,7,12,290,C
2016,7,13,120,C
2016,7,14,290,C
2016,7,15,290,C
2016,7,16,290,C
2016,7,17,290,C
2016,7,18,230,C
2016,7,19,220,C
2016,7,20,220,C
2016,7,21,300,C
2016,7,22,290,C
2016,7,23,290,C
2016,7,24,290,C
2016,7,25,290,C
2016,7,26,120,C
2016,7,27,160,C
2016,7,28,290,C
2016,7,29,290,C
2016,7,30,280,C
2016,7,31,130,C
2016,8,1,280,C
2016,8,2,220,C
2016,8,3,120,C
2016,8,4,130,C
2016,8,5,290,C
2016,8,6,290,C
2016,8,7,290,C
2016,8,8,290,C
2016,8,9,290,C
2016,8,10,130,C
2016,8,11,290,C
2016,8,12,290,C
2016,8,13,130,C
2016,8,14,120,C
2016,8,15,120,C
2016,8,16,120,C
2016,8,17,120,C
2016,8,18,120,C
2016,8,19,120,C
2016,8,20,290,C
2016,8,21,290,C
2016,8,22,120,C
2016,8,23,130,C
2016,8,24,120,C
2016,8,25,120,C
2016,8,26,290,C
2016,8,27,130,C
2016,8,28,050,C
2016,8,29,070,C
2016,8,30,120,C
2016,8,31,290,C
2016,9,1,290,#
2016,9,2,290,C
2016,9,3,290,C
2016,9,4,120,C
2016,9,5,110,C
2016,9,6,130,C
2016,9,7,290,C
2016,9,8,290,C
2016,9,9,290,C
2016,9,10,120,C
2016,9,11,120,C
2016,9,12,120,C
2016,9,13,120,C
2016,9,14,340,C
2016,9,15,280,C
2016,9,16,050,C
2016,9,17,040,C
2016,9,18,290,C
2016,9,19,040,C
2016,9,20,120,C
2016,9,21,130,C
2016,9,22,120,C
2016,9,23,120,C
2016,9,24,120,C
2016,9,25,120,C
2016,9,26,290,C
2016,9,27,290,C
2016,9,28,300,C
2016,9,29,040,C
2016,9,30,270,C
2016,10,1,120,C
2016,10,2,050,C
2016,10,3,120,C
2016,10,4,130,C
2016,10,5,120,C
2016,10,6,120,C
2016,10,7,040,C
2016,10,8,040,C
2016,10,9,040,C
2016,10,10,040,C
2016,10,11,040,C
2016,10,12,050,C
2016,10,13,060,C
2016,10,14,120,C
2016,10,15,060,C
2016,10,16,040,C
2016,10,17,100,C
2016,10,18,130,C
2016,10,19,130,C
2016,10,20,120,C
2016,10,21,260,C
2016,10,22,290,C
2016,10,23,120,C
2016,10,24,120,C
2016,10,25,120,C
2016,10,26,120,C
2016,10,27,120,C
2016,10,28,120,C
2016,10,29,110,C
2016,10,30,050,C
2016,10,31,040,C
2016,11,1,040,C
2016,11,2,040,C
2016,11,3,040,C
2016,11,4,040,C
2016,11,5,120,C
2016,11,6,120,C
2016,11,7,120,C
2016,11,8,050,C
2016,11,9,050,C
2016,11,10,040,C
2016,11,11,040,C
2016,11,12,120,C
2016,11,13,120,C
2016,11,14,290,C
2016,11,15,280,#
2016,11,16,130,#
2016,11,17,120,C
2016,11,18,120,C
2016,11,19,120,C
2016,11,20,130,C
2016,11,21,120,C
2016,11,22,120,C
2016,11,23,110,C
2016,11,24,040,C
2016,11,25,040,C
2016,11,26,050,C
2016,11,27,040,C
2016,11,28,030,C
2016,11,29,050,C
2016,11,30,050,C
2016,12,1,050,C
2016,12,2,050,C
2016,12,3,130,C
2016,12,4,280,C
2016,12,5,130,C
2016,12,6,040,#
2016,12,7,040,C
2016,12,8,050,C
2016,12,9,120,C
2016,12,10,120,C
2016,12,11,120,C
2016,12,12,120,C
2016,12,13,290,#
2016,12,14,050,C
2016,12,15,040,C
2016,12,16,040,C
2016,12,17,110,C
2016,12,18,120,C
2016,12,19,130,C
2016,12,20,130,C
2016,12,21,120,#
2016,12,22,030,#
2016,12,23,110,C
2016,12,24,110,C
2016,12,25,120,C
2016,12,26,120,C
2016,12,27,040,C
2016,12,28,040,C
2016,12,29,040,C
2016,12,30,040,C
2016,12,31,120,C
2017,1,1,120,C
2017,1,2,130,C
2017,1,3,130,C
2017,1,4,120,C
2017,1,5,130,C
2017,1,6,130,C
2017,1,7,130,C
2017,1,8,290,C
2017,1,9,120,C
2017,1,10,120,C
2017,1,11,120,C
2017,1,12,110,C
2017,1,13,050,C
2017,1,14,030,C
2017,1,15,030,C
2017,1,16,040,#
2017,1,17,110,#
2017,1,18,120,C
2017,1,19,130,C
2017,1,20,040,C
2017,1,21,030,C
2017,1,22,050,C
2017,1,23,120,C
2017,1,24,110,C
2017,1,25,130,C
2017,1,26,130,C
2017,1,27,120,C
2017,1,28,130,C
2017,1,29,130,C
2017,1,30,130,C
2017,1,31,120,C
2017,2,1,120,C
2017,2,2,120,C
2017,2,3,120,C
2017,2,4,130,C
2017,2,5,130,C
2017,2,6,120,C
2017,2,7,120,C
2017,2,8,120,C
2017,2,9,030,C
2017,2,10,050,C
2017,2,11,110,C
2017,2,12,120,C
2017,2,13,110,C
2017,2,14,100,C
2017,2,15,130,C
2017,2,16,130,C
2017,2,17,130,C
2017,2,18,120,C
2017,2,19,100,C
2017,2,20,120,C
2017,2,21,110,C
2017,2,22,130,C
2017,2,23,270,C
2017,2,24,050,C
2017,2,25,050,C
2017,2,26,060,C
2017,2,27,110,C
2017,2,28,130,C
2017,3,1,130,C
2017,3,2,060,C
2017,3,3,120,C
2017,3,4,130,C
2017,3,5,130,C
2017,3,6,130,C
2017,3,7,120,C
2017,3,8,050,C
2017,3,9,120,#
2017,3,10,130,C
2017,3,11,130,C
2017,3,12,130,C
2017,3,13,120,C
2017,3,14,120,C
2017,3,15,120,C
2017,3,16,130,C
2017,3,17,130,C
2017,3,18,130,#
2017,3,19,***,
2017,3,20,130,#
2017,3,21,130,C
2017,3,22,130,C
2017,3,23,130,C
2017,3,24,130,C
2017,3,25,130,C
2017,3,26,040,C
2017,3,27,110,C
2017,3,28,130,C
2017,3,29,130,C
2017,3,30,130,C
2017,3,31,060,C
2017,4,1,050,C
2017,4,2,130,C
2017,4,3,130,C
2017,4,4,120,C
2017,4,5,130,C
2017,4,6,130,C
2017,4,7,120,C
2017,4,8,120,C
2017,4,9,220,C
2017,4,10,230,C
2017,4,11,300,C
2017,4,12,040,C
2017,4,13,120,C
2017,4,14,130,C
2017,4,15,130,C
2017,4,16,130,C
2017,4,17,300,C
2017,4,18,300,C
2017,4,19,300,C
2017,4,20,190,C
2017,4,21,230,C
2017,4,22,050,C
2017,4,23,120,C
2017,4,24,120,C
2017,4,25,130,C
2017,4,26,120,C
2017,4,27,050,C
2017,4,28,140,C
2017,4,29,150,C
2017,4,30,120,C
2017,5,1,120,C
2017,5,2,120,C
2017,5,3,120,C
2017,5,4,290,C
2017,5,5,300,#
2017,5,6,130,C
2017,5,7,130,C
2017,5,8,130,C
2017,5,9,290,C
2017,5,10,130,C
2017,5,11,130,C
2017,5,12,280,C
2017,5,13,280,C
2017,5,14,120,C
2017,5,15,130,C
2017,5,16,050,C
2017,5,17,130,C
2017,5,18,120,C
2017,5,19,120,C
2017,5,20,120,C
2017,5,21,120,C
2017,5,22,120,C
2017,5,23,130,C
2017,5,24,270,C
2017,5,25,130,C
2017,5,26,130,C
2017,5,27,130,C
2017,5,28,130,C
2017,5,29,130,C
2017,5,30,120,C
2017,5,31,300,C
2017,6,1,250,C
2017,6,2,260,C
2017,6,3,240,C
2017,6,4,230,C
2017,6,5,170,C
2017,6,6,150,C
2017,6,7,170,C
2017,6,8,130,C
2017,6,9,130,C
2017,6,10,160,C
2017,6,11,130,C
2017,6,12,120,C
2017,6,13,260,C
2017,6,14,290,C
2017,6,15,280,C
2017,6,16,250,C
2017,6,17,360,C
2017,6,18,360,C
2017,6,19,360,C
2017,6,20,350,C
2017,6,21,360,C
2017,6,22,190,C
2017,6,23,170,C
2017,6,24,290,C
2017,6,25,200,C
2017,6,26,220,C
2017,6,27,360,C
2017,6,28,360,C
2017,6,29,290,#
2017,6,30,160,C
2017,7,1,300,C
2017,7,2,220,C
2017,7,3,210,C
2017,7,4,120,C
2017,7,5,130,C
2017,7,6,130,C
2017,7,7,130,C
2017,7,8,200,C
2017,7,9,190,C
2017,7,10,200,C
2017,7,11,130,C
2017,7,12,130,C
2017,7,13,130,C
2017,7,14,130,C
2017,7,15,130,C
2017,7,16,130,C
2017,7,17,120,C
2017,7,18,130,C
2017,7,19,130,C
2017,7,20,130,C
2017,7,21,130,C
2017,7,22,120,C
2017,7,23,130,C
2017,7,24,130,C
2017,7,25,130,C
2017,7,26,130,C
2017,7,27,120,C
2017,7,28,120,C
2017,7,29,290,C
2017,7,30,290,C
2017,7,31,290,C
2017,8,1,240,C
2017,8,2,300,C
2017,8,3,130,C
2017,8,4,130,C
2017,8,5,220,C
2017,8,6,300,C
2017,8,7,300,C
2017,8,8,290,C
2017,8,9,290,C
2017,8,10,300,C
2017,8,11,230,C
2017,8,12,230,C
2017,8,13,230,C
2017,8,14,300,C
2017,8,15,300,C
2017,8,16,300,C
2017,8,17,300,C
2017,8,18,140,C
2017,8,19,300,C
2017,8,20,290,C
2017,8,21,290,C
2017,8,22,290,C
2017,8,23,110,C
2017,8,24,120,C
2017,8,25,120,C
2017,8,26,360,C
2017,8,27,160,C
2017,8,28,110,C
2017,8,29,280,C
2017,8,30,280,#
2017,8,31,280,#
2017,9,1,290,#
2017,9,2,280,C
2017,9,3,290,C
2017,9,4,290,C
2017,9,5,210,C
2017,9,6,290,C
2017,9,7,290,C
2017,9,8,150,C
2017,9,9,290,C
2017,9,10,290,C
2017,9,11,290,C
2017,9,12,280,C
2017,9,13,110,C
2017,9,14,110,C
2017,9,15,120,C
2017,9,16,280,C
2017,9,17,280,C
2017,9,18,130,C
2017,9,19,120,C
2017,9,20,120,C
2017,9,21,120,C
2017,9,22,120,C
2017,9,23,120,C
2017,9,24,120,C
2017,9,25,120,C
2017,9,26,120,#
2017,9,27,290,#
2017,9,28,130,C
2017,9,29,130,C
2017,9,30,130,C
2017,10,1,130,C
2017,10,2,120,C
2017,10,3,130,C
2017,10,4,130,C
2017,10,5,130,C
2017,10,6,120,C
2017,10,7,120,C
2017,10,8,130,C
2017,10,9,110,C
2017,10,10,120,C
2017,10,11,130,C
2017,10,12,130,C
2017,10,13,040,C
2017,10,14,040,C
2017,10,15,040,C
2017,10,16,130,C
2017,10,17,080,C
2017,10,18,050,C
2017,10,19,040,C
2017,10,20,050,C
2017,10,21,050,C
2017,10,22,040,C
2017,10,23,060,C
2017,10,24,130,C
2017,10,25,130,C
2017,10,26,130,C
2017,10,27,290,C
2017,10,28,060,C
2017,10,29,050,C
2017,10,30,050,C
2017,10,31,060,C
2017,11,1,070,C
2017,11,2,130,C
2017,11,3,050,C
2017,11,4,070,C
2017,11,5,120,C
2017,11,6,040,C
2017,11,7,040,C
2017,11,8,130,C
2017,11,9,120,C
2017,11,10,130,C
2017,11,11,130,C
2017,11,12,120,C
2017,11,13,120,C
2017,11,14,120,C
2017,11,15,110,C
2017,11,16,130,C
2017,11,17,140,C
2017,11,18,050,C
2017,11,19,110,C
2017,11,20,040,C
2017,11,21,040,C
2017,11,22,050,C
2017,11,23,040,C
2017,11,24,040,C
2017,11,25,040,C
2017,11,26,050,C
2017,11,27,120,C
2017,11,28,130,C
2017,11,29,140,C
2017,11,30,130,C
2017,12,1,050,C
2017,12,2,040,C
2017,12,3,060,C
2017,12,4,040,C
2017,12,5,050,C
2017,12,6,130,C
2017,12,7,120,C
2017,12,8,040,C
2017,12,9,040,C
2017,12,10,050,C
2017,12,11,130,C
2017,12,12,120,C
2017,12,13,120,C
2017,12,14,130,#
2017,12,15,130,C
2017,12,16,030,C
2017,12,17,030,C
2017,12,18,040,C
2017,12,19,040,C
2017,12,20,040,C
2017,12,21,050,C
2017,12,22,130,C
2017,12,23,130,C
2017,12,24,050,C
2017,12,25,120,C
2017,12,26,120,C
2017,12,27,120,C
2017,12,28,120,C
2017,12,29,120,C
2017,12,30,110,C
2017,12,31,040,C
2018,1,1,120,C
2018,1,2,130,C
2018,1,3,110,C
2018,1,4,120,C
2018,1,5,130,C
2018,1,6,130,C
2018,1,7,120,C
2018,1,8,120,C
2018,1,9,040,C
2018,1,10,040,C
2018,1,11,050,C
2018,1,12,040,C
2018,1,13,120,C
2018,1,14,120,C
2018,1,15,130,C
2018,1,16,290,C
2018,1,17,280,C
2018,1,18,130,C
2018,1,19,130,#
2018,1,20,130,C
2018,1,21,130,C
2018,1,22,130,C
2018,1,23,130,C
2018,1,24,110,C
2018,1,25,120,C
2018,1,26,130,C
2018,1,27,120,C
2018,1,28,050,C
2018,1,29,030,C
2018,1,30,040,C
2018,1,31,040,C
2018,2,1,050,C
2018,2,2,040,C
2018,2,3,030,C
2018,2,4,040,C
2018,2,5,040,C
2018,2,6,120,C
2018,2,7,120,C
2018,2,8,120,C
2018,2,9,130,C
2018,2,10,130,C
2018,2,11,040,C
2018,2,12,290,C
2018,2,13,120,C
2018,2,14,130,C
2018,2,15,130,C
2018,2,16,280,C
2018,2,17,120,C
2018,2,18,130,C
2018,2,19,130,C
2018,2,20,130,C
2018,2,21,130,C
2018,2,22,110,C
2018,2,23,120,C
2018,2,24,130,C
2018,2,25,120,C
2018,2,26,120,C
2018,2,27,120,C
2018,2,28,300,C
2018,3,1,130,C
2018,3,2,130,C
2018,3,3,120,C
2018,3,4,110,C
2018,3,5,290,C
2018,3,6,120,C
2018,3,7,120,C
2018,3,8,040,C
2018,3,9,040,C
2018,3,10,130,C
2018,3,11,130,C
2018,3,12,130,C
2018,3,13,130,C
2018,3,14,130,C
2018,3,15,130,C
2018,3,16,280,C
2018,3,17,120,C
2018,3,18,130,C
2018,3,19,120,C
2018,3,20,290,C
2018,3,21,040,C
2018,3,22,130,C
2018,3,23,120,C
2018,3,24,120,C
2018,3,25,120,C
2018,3,26,140,#
2018,3,27,150,#
2018,3,28,140,C
2018,3,29,150,C
2018,3,30,150,C
2018,3,31,140,C
2018,4,1,140,C
2018,4,2,310,C
2018,4,3,150,C
2018,4,4,150,C
2018,4,5,140,C
2018,4,6,060,C
2018,4,7,070,C
2018,4,8,150,C
2018,4,9,140,#
2018,4,10,100,#
2018,4,11,090,C
2018,4,12,090,C
2018,4,13,090,C
2018,4,14,190,C
2018,4,15,010,C
2018,4,16,030,C
2018,4,17,010,C
2018,4,18,100,C
2018,4,19,100,C
2018,4,20,100,C
2018,4,21,100,C
2018,4,22,090,C
2018,4,23,270,C
2018,4,24,260,C
2018,4,25,090,C
2018,4,26,090,C
2018,4,27,100,C
2018,4,28,100,C
2018,4,29,100,C
2018,4,30,090,C
2018,5,1,260,C
2018,5,2,270,C
2018,5,3,100,C
2018,5,4,100,C
2018,5,5,100,C
2018,5,6,210,C
2018,5,7,210,C
2018,5,8,100,C
2018,5,9,100,C
2018,5,10,100,C
2018,5,11,100,C
2018,5,12,100,C
2018,5,13,270,C
2018,5,14,270,C
2018,5,15,200,C
2018,5,16,130,C
2018,5,17,270,C
2018,5,18,270,C
2018,5,19,270,C
2018,5,20,270,C
2018,5,21,260,C
2018,5,22,190,C
2018,5,23,260,C
2018,5,24,130,C
2018,5,25,200,C
2018,5,26,260,C
2018,5,27,260,C
2018,5,28,260,C
2018,5,29,260,C
2018,5,30,260,C
2018,5,31,260,C
2018,6,1,090,C
2018,6,2,090,C
2018,6,3,100,C
2018,6,4,090,C
2018,6,5,090,C
2018,6,6,090,C
2018,6,7,100,C
2018,6,8,150,C
2018,6,9,250,C
2018,6,10,260,C
2018,6,11,260,C
2018,6,12,100,C
2018,6,13,100,C
2018,6,14,020,C
2018,6,15,020,C
2018,6,16,080,C
2018,6,17,090,C
2018,6,18,240,C
2018,6,19,220,C
2018,6,20,260,C
2018,6,21,260,C
2018,6,22,260,C
2018,6,23,090,C
2018,6,24,130,C
2018,6,25,150,C
2018,6,26,130,C
2018,6,27,260,C
2018,6,28,260,C
2018,6,29,260,C
2018,6,30,250,C
2018,7,1,260,C
2018,7,2,260,C
2018,7,3,260,C
2018,7,4,220,C
2018,7,5,210,C
2018,7,6,210,C
2018,7,7,190,C
2018,7,8,090,C
2018,7,9,090,C
2018,7,10,090,C
2018,7,11,260,C
2018,7,12,100,C
2018,7,13,090,C
2018,7,14,100,C
2018,7,15,090,C
2018,7,16,080,C
2018,7,17,090,C
2018,7,18,100,C
2018,7,19,090,C
2018,7,20,100,C
2018,7,21,270,C
2018,7,22,260,C
2018,7,23,090,C
2018,7,24,150,C
2018,7,25,100,C
2018,7,26,100,C
2018,7,27,100,C
2018,7,28,160,C
2018,7,29,260,C
2018,7,30,260,C
2018,7,31,260,C
2018,8,1,260,C
2018,8,2,270,C
2018,8,3,260,C
2018,8,4,260,C
2018,8,5,260,C
2018,8,6,260,C
2018,8,7,090,C
2018,8,8,090,C
2018,8,9,090,C
2018,8,10,090,C
2018,8,11,090,C
2018,8,12,100,C
2018,8,13,090,C
2018,8,14,090,C
2018,8,15,090,C
2018,8,16,090,C
2018,8,17,260,C
2018,8,18,260,C
2018,8,19,260,C
2018,8,20,250,C
2018,8,21,260,C
2018,8,22,260,C
2018,8,23,250,C
2018,8,24,260,C
2018,8,25,260,C
2018,8,26,250,C
2018,8,27,260,C
2018,8,28,260,C
2018,8,29,180,C
2018,8,30,180,C
2018,8,31,190,C
2018,9,1,090,C
2018,9,2,260,C
2018,9,3,260,C
2018,9,4,260,C
2018,9,5,260,C
2018,9,6,100,C
2018,9,7,260,C
2018,9,8,010,C
2018,9,9,100,C
2018,9,10,090,C
2018,9,11,020,C
2018,9,12,040,C
2018,9,13,090,C
2018,9,14,090,C
2018,9,15,010,C
2018,9,16,010,C
2018,9,17,100,C
2018,9,18,100,C
2018,9,19,260,C
2018,9,20,260,C
2018,9,21,260,C
2018,9,22,100,C
2018,9,23,100,C
2018,9,24,100,C
2018,9,25,100,C
2018,9,26,100,C
2018,9,27,250,C
2018,9,28,010,C
2018,9,29,010,C
2018,9,30,100,C
2018,10,1,090,C
2018,10,2,100,C
2018,10,3,100,C
2018,10,4,020,C
2018,10,5,010,C
2018,10,6,010,C
2018,10,7,090,C
2018,10,8,100,C
2018,10,9,100,C
2018,10,10,100,C
2018,10,11,010,C
2018,10,12,090,C
2018,10,13,100,C
2018,10,14,100,C
2018,10,15,100,C
2018,10,16,090,C
2018,10,17,010,C
2018,10,18,040,C
2018,10,19,090,C
2018,10,20,090,C
2018,10,21,090,C
2018,10,22,100,C
2018,10,23,090,C
2018,10,24,100,C
2018,10,25,100,C
2018,10,26,250,C
2018,10,27,020,C
2018,10,28,250,C
2018,10,29,010,C
2018,10,30,020,C
2018,10,31,030,C
2018,11,1,010,C
2018,11,2,010,C
2018,11,3,040,C
2018,11,4,090,C
2018,11,5,090,C
2018,11,6,090,C
2018,11,7,100,C
2018,11,8,010,C
2018,11,9,100,C
2018,11,10,090,C
2018,11,11,100,C
2018,11,12,100,C
2018,11,13,090,C
2018,11,14,090,C
2018,11,15,090,C
2018,11,16,100,C
2018,11,17,090,C
2018,11,18,100,C
2018,11,19,020,C
2018,11,20,090,C
2018,11,21,100,C
2018,11,22,010,C
2018,11,23,010,C
2018,11,24,090,C
2018,11,25,010,C
2018,11,26,090,C
2018,11,27,090,C
2018,11,28,090,C
2018,11,29,090,C
2018,11,30,090,C
2018,12,1,100,C
2018,12,2,090,C
2018,12,3,100,C
2018,12,4,110,C
2018,12,5,100,C
2018,12,6,100,C
2018,12,7,090,C
2018,12,8,010,C
2018,12,9,010,C
2018,12,10,010,C
2018,12,11,350,C
2018,12,12,360,C
2018,12,13,010,C
2018,12,14,010,C
2018,12,15,100,C
2018,12,16,010,C
2018,12,17,020,C
2018,12,18,100,C
2018,12,19,100,C
2018,12,20,100,C
2018,12,21,100,C
2018,12,22,100,C
2018,12,23,020,C
2018,12,24,010,C
2018,12,25,090,C
2018,12,26,250,C
2018,12,27,090,C
2018,12,28,010,C
2018,12,29,010,C
2018,12,30,010,C
2018,12,31,010,C
2019,1,1,010,C
2019,1,2,010,C
2019,1,3,090,C
2019,1,4,100,C
2019,1,5,250,C
2019,1,6,100,C
2019,1,7,100,C
2019,1,8,100,C
2019,1,9,090,C
2019,1,10,100,C
2019,1,11,100,C
2019,1,12,250,C
2019,1,13,100,C
2019,1,14,100,C
2019,1,15,100,C
2019,1,16,010,C
2019,1,17,010,C
2019,1,18,090,C
2019,1,19,110,C
2019,1,20,110,#
2019,1,21,010,#
2019,1,22,010,C
2019,1,23,100,C
2019,1,24,100,C
2019,1,25,100,C
2019,1,26,100,C
2019,1,27,090,C
2019,1,28,100,C
2019,1,29,100,C
2019,1,30,100,C
2019,1,31,260,C
2019,2,1,010,C
2019,2,2,100,C
2019,2,3,100,C
2019,2,4,090,C
2019,2,5,100,C
2019,2,6,090,C
2019,2,7,090,C
2019,2,8,090,C
2019,2,9,100,C
2019,2,10,090,C
2019,2,11,090,C
2019,2,12,100,C
2019,2,13,110,C
2019,2,14,100,C
2019,2,15,100,C
2019,2,16,100,C
2019,2,17,100,C
2019,2,18,100,C
2019,2,19,100,C
2019,2,20,090,C
2019,2,21,100,C
2019,2,22,250,C
2019,2,23,100,C
2019,2,24,020,C
2019,2,25,090,C
2019,2,26,090,C
2019,2,27,100,C
2019,2,28,100,C
2019,3,1,090,C
2019,3,2,100,C
2019,3,3,100,C
2019,3,4,090,C
2019,3,5,100,C
2019,3,6,100,C
2019,3,7,080,C
2019,3,8,080,C
2019,3,9,100,C
2019,3,10,360,C
2019,3,11,020,C
2019,3,12,100,C
2019,3,13,090,C
2019,3,14,100,C
2019,3,15,020,C
2019,3,16,080,C
2019,3,17,090,C
2019,3,18,100,C
2019,3,19,090,C
2019,3,20,090,C
2019,3,21,260,C
2019,3,22,160,C
2019,3,23,090,C
2019,3,24,080,C
2019,3,25,090,C
2019,3,26,090,C
2019,3,27,100,C
2019,3,28,260,C
2019,3,29,260,C
2019,3,30,100,C
2019,3,31,090,C
2019,4,1,090,C
2019,4,2,100,C
2019,4,3,100,C
2019,4,4,090,C
2019,4,5,250,C
2019,4,6,260,C
2019,4,7,260,C
2019,4,8,260,C
2019,4,9,160,C
2019,4,10,270,C
2019,4,11,260,C
2019,4,12,090,C
2019,4,13,090,C
2019,4,14,100,C
2019,4,15,080,C
2019,4,16,090,C
2019,4,17,100,C
2019,4,18,100,C
2019,4,19,100,C
2019,4,20,100,C
2019,4,21,190,C
2019,4,22,090,C
2019,4,23,260,C
2019,4,24,260,C
2019,4,25,260,C
2019,4,26,260,C
2019,4,27,100,C
2019,4,28,090,C
2019,4,29,100,C
2019,4,30,260,C
2019,5,1,250,C
2019,5,2,080,C
2019,5,3,090,C
2019,5,4,080,C
2019,5,5,090,C
2019,5,6,090,C
2019,5,7,080,C
2019,5,8,080,C
2019,5,9,100,C
2019,5,10,100,C
2019,5,11,100,C
2019,5,12,100,C
2019,5,13,100,C
2019,5,14,090,C
2019,5,15,200,C
2019,5,16,260,C
2019,5,17,250,C
2019,5,18,260,C
2019,5,19,210,C
2019,5,20,260,C
2019,5,21,100,C
2019,5,22,100,C
2019,5,23,100,C
2019,5,24,100,C
2019,5,25,100,C
2019,5,26,090,C
2019,5,27,090,C
2019,5,28,090,C
2019,5,29,090,C
2019,5,30,100,C
2019,5,31,100,C
2019,6,1,260,C
2019,6,2,270,C
2019,6,3,260,C
2019,6,4,270,C
2019,6,5,160,C
2019,6,6,170,C
2019,6,7,260,C
2019,6,8,260,C
2019,6,9,220,C
2019,6,10,220,C
2019,6,11,260,C
2019,6,12,090,C
2019,6,13,270,C
2019,6,14,250,C
2019,6,15,100,C
2019,6,16,090,C
2019,6,17,090,C
2019,6,18,090,C
2019,6,19,260,C
2019,6,20,270,C
2019,6,21,260,C
2019,6,22,230,C
2019,6,23,240,C
2019,6,24,230,C
2019,6,25,100,C
2019,6,26,260,C
2019,6,27,270,C
2019,6,28,200,C
2019,6,29,190,C
2019,6,30,260,C
2019,7,1,090,C
2019,7,2,090,C
2019,7,3,090,C
2019,7,4,180,C
2019,7,5,250,C
2019,7,6,250,C
2019,7,7,200,C
2019,7,8,200,C
2019,7,9,220,C
2019,7,10,250,C
2019,7,11,260,C
2019,7,12,200,C
2019,7,13,210,C
2019,7,14,210,C
2019,7,15,270,C
2019,7,16,260,C
2019,7,17,260,C
2019,7,18,260,C
2019,7,19,260,C
2019,7,20,260,C
2019,7,21,260,C
2019,7,22,260,C
2019,7,23,100,C
2019,7,24,100,C
2019,7,25,260,C
2019,7,26,260,C
2019,7,27,260,C
2019,7,28,260,C
2019,7,29,090,C
2019,7,30,080,C
2019,7,31,080,C
2019,8,1,100,C
2019,8,2,090,C
