Year,Month,Day,Daily Mean Amount of Cloud (%) at the Hong Kong Observatory_Value,completeness
2002,7,24,81,C
2002,7,25,83,C
2002,7,26,89,C
2002,7,27,88,C
2002,7,28,88,C
2002,7,29,88,C
2002,7,30,90,C
2002,7,31,88,C
2002,8,1,39,C
2002,8,2,86,C
2002,8,3,87,C
2002,8,4,88,C
2002,8,5,90,C
2002,8,6,92,C
2002,8,7,87,C
2002,8,8,88,C
2002,8,9,93,C
2002,8,10,89,C
2002,8,11,83,C
2002,8,12,78,C
2002,8,13,63,C
2002,8,14,61,C
2002,8,15,76,C
2002,8,16,88,C
2002,8,17,88,C
2002,8,18,89,C
2002,8,19,88,C
2002,8,20,87,C
2002,8,21,68,C
2002,8,22,37,C
2002,8,23,25,C
2002,8,24,26,C
2002,8,25,47,C
2002,8,26,61,C
2002,8,27,71,C
2002,8,28,38,C
2002,8,29,16,C
2002,8,30,35,C
2002,8,31,38,C
2002,9,1,31,C
2002,9,2,43,C
2002,9,3,73,C
2002,9,4,43,C
2002,9,5,38,C
2002,9,6,55,C
2002,9,7,10,C
2002,9,8,31,C
2002,9,9,52,C
2002,9,10,86,C
2002,9,11,94,C
2002,9,12,89,C
2002,9,13,84,C
2002,9,14,90,C
2002,9,15,97,C
2002,9,16,95,C
2002,9,17,98,C
2002,9,18,74,C
2002,9,19,75,C
2002,9,20,38,C
2002,9,21,69,C
2002,9,22,90,C
2002,9,23,89,C
2002,9,24,88,C
2002,9,25,88,C
2002,9,26,86,C
2002,9,27,71,C
2002,9,28,73,C
2002,9,29,88,C
2002,9,30,85,C
2002,10,1,86,C
2002,10,2,83,C
2002,10,3,81,C
2002,10,4,77,C
2002,10,5,79,C
2002,10,6,86,C
2002,10,7,86,C
2002,10,8,17,C
2002,10,9,5,C
2002,10,10,27,C
2002,10,11,52,C
2002,10,12,79,C
2002,10,13,81,C
2002,10,14,38,C
2002,10,15,31,C
2002,10,16,70,C
2002,10,17,89,C
2002,10,18,81,C
2002,10,19,51,C
2002,10,20,76,C
2002,10,21,91,C
2002,10,22,88,C
2002,10,23,89,C
2002,10,24,74,C
2002,10,25,59,C
2002,10,26,70,C
2002,10,27,84,C
2002,10,28,93,C
2002,10,29,89,C
2002,10,30,90,C
2002,10,31,87,C
2002,11,1,57,C
2002,11,2,72,C
2002,11,3,8,C
2002,11,4,27,C
2002,11,5,35,C
2002,11,6,9,C
2002,11,7,2,C
2002,11,8,12,C
2002,11,9,50,C
2002,11,10,66,C
2002,11,11,62,C
2002,11,12,11,C
2002,11,13,16,C
2002,11,14,45,C
2002,11,15,68,C
2002,11,16,93,C
2002,11,17,91,C
2002,11,18,88,C
2002,11,19,88,C
2002,11,20,73,C
2002,11,21,51,C
2002,11,22,65,C
2002,11,23,57,C
2002,11,24,67,C
2002,11,25,68,C
2002,11,26,34,C
2002,11,27,87,C
2002,11,28,92,C
2002,11,29,91,C
2002,11,30,97,C
2002,12,1,92,C
2002,12,2,94,C
2002,12,3,57,C
2002,12,4,59,C
2002,12,5,89,C
2002,12,6,84,C
2002,12,7,72,C
2002,12,8,91,C
2002,12,9,62,C
2002,12,10,48,C
2002,12,11,93,C
2002,12,12,44,C
2002,12,13,59,C
2002,12,14,66,C
2002,12,15,66,C
2002,12,16,66,C
2002,12,17,78,C
2002,12,18,89,C
2002,12,19,79,C
2002,12,20,88,C
2002,12,21,82,C
2002,12,22,66,C
2002,12,23,84,C
2002,12,24,83,C
2002,12,25,86,C
2002,12,26,88,C
2002,12,27,92,C
2002,12,28,79,C
2002,12,29,72,C
2002,12,30,56,C
2002,12,31,85,C
2003,1,1,84,C
2003,1,2,88,C
2003,1,3,38,C
2003,1,4,39,C
2003,1,5,86,C
2003,1,6,92,C
2003,1,7,61,C
2003,1,8,33,C
2003,1,9,17,C
2003,1,10,2,C
2003,1,11,33,C
2003,1,12,13,C
2003,1,13,26,C
2003,1,14,61,C
2003,1,15,36,C
2003,1,16,70,C
2003,1,17,10,C
2003,1,18,35,C
2003,1,19,24,C
2003,1,20,42,C
2003,1,21,51,C
2003,1,22,27,C
2003,1,23,52,C
2003,1,24,88,C
2003,1,25,90,C
2003,1,26,87,C
2003,1,27,45,C
2003,1,28,29,C
2003,1,29,28,C
2003,1,30,90,C
2003,1,31,76,C
2003,2,1,78,C
2003,2,2,89,C
2003,2,3,88,C
2003,2,4,53,C
2003,2,5,23,C
2003,2,6,58,C
2003,2,7,88,C
2003,2,8,85,C
2003,2,9,76,C
2003,2,10,44,C
2003,2,11,50,C
2003,2,12,97,C
2003,2,13,88,C
2003,2,14,91,C
2003,2,15,89,C
2003,2,16,80,C
2003,2,17,90,C
2003,2,18,63,C
2003,2,19,70,C
2003,2,20,76,C
2003,2,21,86,C
2003,2,22,50,C
2003,2,23,55,C
2003,2,24,60,C
2003,2,25,88,C
2003,2,26,81,C
2003,2,27,48,C
2003,2,28,88,C
2003,3,1,56,C
2003,3,2,82,C
2003,3,3,83,C
2003,3,4,89,C
2003,3,5,99,C
2003,3,6,93,C
2003,3,7,81,C
2003,3,8,82,C
2003,3,9,90,C
2003,3,10,84,C
2003,3,11,38,C
2003,3,12,59,C
2003,3,13,44,C
2003,3,14,85,C
2003,3,15,88,C
2003,3,16,56,C
2003,3,17,48,C
2003,3,18,77,C
2003,3,19,88,C
2003,3,20,88,C
2003,3,21,86,C
2003,3,22,88,C
2003,3,23,90,C
2003,3,24,90,C
2003,3,25,75,C
2003,3,26,78,C
2003,3,27,67,C
2003,3,28,68,C
2003,3,29,88,C
2003,3,30,88,C
2003,3,31,88,C
2003,4,1,88,C
2003,4,2,88,C
2003,4,3,88,C
2003,4,4,91,C
2003,4,5,88,C
2003,4,6,89,C
2003,4,7,92,C
2003,4,8,89,C
2003,4,9,95,C
2003,4,10,96,C
2003,4,11,91,C
2003,4,12,86,C
2003,4,13,86,C
2003,4,14,89,C
2003,4,15,88,C
2003,4,16,88,C
2003,4,17,84,C
2003,4,18,79,C
2003,4,19,65,C
2003,4,20,56,C
2003,4,21,78,C
2003,4,22,59,C
2003,4,23,52,C
2003,4,24,48,C
2003,4,25,42,C
2003,4,26,74,C
2003,4,27,80,C
2003,4,28,66,C
2003,4,29,73,C
2003,4,30,80,C
2003,5,1,65,C
2003,5,2,85,C
2003,5,3,92,C
2003,5,4,88,C
2003,5,5,92,C
2003,5,6,88,C
2003,5,7,86,C
2003,5,8,75,C
2003,5,9,87,C
2003,5,10,64,C
2003,5,11,49,C
2003,5,12,85,C
2003,5,13,80,C
2003,5,14,81,C
2003,5,15,81,C
2003,5,16,88,C
2003,5,17,87,C
2003,5,18,89,C
2003,5,19,88,C
2003,5,20,75,C
2003,5,21,29,C
2003,5,22,62,C
2003,5,23,60,C
2003,5,24,81,C
2003,5,25,87,C
2003,5,26,76,C
2003,5,27,86,C
2003,5,28,89,C
2003,5,29,91,C
2003,5,30,70,C
2003,5,31,43,C
2003,6,1,28,C
2003,6,2,27,C
2003,6,3,51,C
2003,6,4,78,C
2003,6,5,68,C
2003,6,6,84,C
2003,6,7,86,C
2003,6,8,88,C
2003,6,9,90,C
2003,6,10,93,C
2003,6,11,89,C
2003,6,12,88,C
2003,6,13,92,C
2003,6,14,90,C
2003,6,15,89,C
2003,6,16,94,C
2003,6,17,75,C
2003,6,18,18,C
2003,6,19,21,C
2003,6,20,73,C
2003,6,21,89,C
2003,6,22,82,C
2003,6,23,79,C
2003,6,24,70,C
2003,6,25,83,C
2003,6,26,88,C
2003,6,27,90,C
2003,6,28,85,C
2003,6,29,66,C
2003,6,30,54,C
2003,7,1,47,C
2003,7,2,27,C
2003,7,3,22,C
2003,7,4,44,C
2003,7,5,43,C
2003,7,6,51,C
2003,7,7,46,C
2003,7,8,69,C
2003,7,9,63,C
2003,7,10,69,C
2003,7,11,77,C
2003,7,12,63,C
2003,7,13,41,C
2003,7,14,38,C
2003,7,15,35,C
2003,7,16,44,C
2003,7,17,44,C
2003,7,18,76,C
2003,7,19,69,C
2003,7,20,86,C
2003,7,21,79,C
2003,7,22,48,C
2003,7,23,81,C
2003,7,24,95,C
2003,7,25,83,C
2003,7,26,70,C
2003,7,27,57,C
2003,7,28,54,C
2003,7,29,48,C
2003,7,30,63,C
2003,7,31,61,C
2003,8,1,56,C
2003,8,2,48,C
2003,8,3,48,C
2003,8,4,74,C
2003,8,5,88,C
2003,8,6,89,C
2003,8,7,74,C
2003,8,8,71,C
2003,8,9,64,C
2003,8,10,59,C
2003,8,11,72,C
2003,8,12,85,C
2003,8,13,83,C
2003,8,14,74,C
2003,8,15,82,C
2003,8,16,86,C
2003,8,17,83,C
2003,8,18,79,C
2003,8,19,81,C
2003,8,20,70,C
2003,8,21,92,C
2003,8,22,86,C
2003,8,23,66,C
2003,8,24,92,C
2003,8,25,95,C
2003,8,26,83,C
2003,8,27,65,C
2003,8,28,46,C
2003,8,29,36,C
2003,8,30,28,C
2003,8,31,55,C
2003,9,1,84,C
2003,9,2,92,C
2003,9,3,93,C
2003,9,4,81,C
2003,9,5,88,C
2003,9,6,86,C
2003,9,7,88,C
2003,9,8,83,C
2003,9,9,44,C
2003,9,10,32,C
2003,9,11,37,C
2003,9,12,17,C
2003,9,13,60,C
2003,9,14,94,C
2003,9,15,97,C
2003,9,16,86,C
2003,9,17,79,C
2003,9,18,55,C
2003,9,19,36,C
2003,9,20,43,C
2003,9,21,81,C
2003,9,22,92,C
2003,9,23,85,C
2003,9,24,74,C
2003,9,25,43,C
2003,9,26,60,C
2003,9,27,40,C
2003,9,28,63,C
2003,9,29,53,C
2003,9,30,67,C
2003,10,1,40,C
2003,10,2,37,C
2003,10,3,58,C
2003,10,4,74,C
2003,10,5,69,C
2003,10,6,52,C
2003,10,7,47,C
2003,10,8,67,C
2003,10,9,75,C
2003,10,10,89,C
2003,10,11,85,C
2003,10,12,63,C
2003,10,13,75,C
2003,10,14,89,C
2003,10,15,87,C
2003,10,16,53,C
2003,10,17,24,C
2003,10,18,20,C
2003,10,19,31,C
2003,10,20,16,C
2003,10,21,11,C
2003,10,22,14,C
2003,10,23,10,C
2003,10,24,36,C
2003,10,25,2,C
2003,10,26,3,C
2003,10,27,63,C
2003,10,28,20,C
2003,10,29,14,C
2003,10,30,5,C
2003,10,31,27,C
2003,11,1,13,C
2003,11,2,5,C
2003,11,3,5,C
2003,11,4,19,C
2003,11,5,44,C
2003,11,6,38,C
2003,11,7,77,C
2003,11,8,89,C
2003,11,9,96,C
2003,11,10,91,C
2003,11,11,75,C
2003,11,12,47,C
2003,11,13,63,C
2003,11,14,45,C
2003,11,15,32,C
2003,11,16,85,C
2003,11,17,88,C
2003,11,18,92,C
2003,11,19,95,C
2003,11,20,79,C
2003,11,21,41,C
2003,11,22,90,C
2003,11,23,53,C
2003,11,24,35,C
2003,11,25,19,C
2003,11,26,26,C
2003,11,27,9,C
2003,11,28,13,C
2003,11,29,1,C
2003,11,30,4,C
2003,12,1,10,C
2003,12,2,2,C
2003,12,3,9,C
2003,12,4,28,C
2003,12,5,52,C
2003,12,6,38,C
2003,12,7,61,C
2003,12,8,84,C
2003,12,9,64,C
2003,12,10,59,C
2003,12,11,55,C
2003,12,12,38,C
2003,12,13,4,C
2003,12,14,2,C
2003,12,15,4,C
2003,12,16,23,C
2003,12,17,19,C
2003,12,18,30,C
2003,12,19,4,C
2003,12,20,58,C
2003,12,21,15,C
2003,12,22,13,C
2003,12,23,7,C
2003,12,24,4,C
2003,12,25,2,C
2003,12,26,11,C
2003,12,27,6,C
2003,12,28,17,C
2003,12,29,12,C
2003,12,30,4,C
2003,12,31,4,C
2004,1,1,37,C
2004,1,2,39,C
2004,1,3,42,C
2004,1,4,76,C
2004,1,5,49,C
2004,1,6,56,C
2004,1,7,45,C
2004,1,8,56,C
2004,1,9,50,C
2004,1,10,92,C
2004,1,11,86,C
2004,1,12,83,C
2004,1,13,56,C
2004,1,14,47,C
2004,1,15,67,C
2004,1,16,72,C
2004,1,17,56,C
2004,1,18,86,C
2004,1,19,90,C
2004,1,20,91,C
2004,1,21,40,C
2004,1,22,39,C
2004,1,23,93,C
2004,1,24,53,C
2004,1,25,46,C
2004,1,26,84,C
2004,1,27,88,C
2004,1,28,92,C
2004,1,29,89,C
2004,1,30,81,C
2004,1,31,92,C
2004,2,1,82,C
2004,2,2,83,C
2004,2,3,91,C
2004,2,4,91,C
2004,2,5,99,C
2004,2,6,94,C
2004,2,7,96,C
2004,2,8,94,C
2004,2,9,24,C
2004,2,10,36,C
2004,2,11,44,C
2004,2,12,36,C
2004,2,13,10,C
2004,2,14,4,C
2004,2,15,28,C
2004,2,16,82,C
2004,2,17,40,C
2004,2,18,43,C
2004,2,19,40,C
2004,2,20,72,C
2004,2,21,63,C
2004,2,22,31,C
2004,2,23,68,C
2004,2,24,86,C
2004,2,25,86,C
2004,2,26,63,C
2004,2,27,40,C
2004,2,28,80,C
2004,2,29,81,C
2004,3,1,84,C
2004,3,2,93,C
2004,3,3,81,C
2004,3,4,34,C
2004,3,5,59,C
2004,3,6,58,C
2004,3,7,71,C
2004,3,8,15,C
2004,3,9,2,C
2004,3,10,52,C
2004,3,11,55,C
2004,3,12,56,C
2004,3,13,90,C
2004,3,14,84,C
2004,3,15,84,C
2004,3,16,88,C
2004,3,17,84,C
2004,3,18,89,C
2004,3,19,88,C
2004,3,20,85,C
2004,3,21,79,C
2004,3,22,77,C
2004,3,23,90,C
2004,3,24,95,C
2004,3,25,98,C
2004,3,26,90,C
2004,3,27,92,C
2004,3,28,99,C
2004,3,29,98,C
2004,3,30,91,C
2004,3,31,95,C
2004,4,1,94,C
2004,4,2,86,C
2004,4,3,85,C
2004,4,4,63,C
2004,4,5,83,C
2004,4,6,86,C
2004,4,7,88,C
2004,4,8,88,C
2004,4,9,85,C
2004,4,10,71,C
2004,4,11,73,C
2004,4,12,57,C
2004,4,13,82,C
2004,4,14,92,C
2004,4,15,91,C
2004,4,16,90,C
2004,4,17,88,C
2004,4,18,47,C
2004,4,19,26,C
2004,4,20,27,C
2004,4,21,67,C
2004,4,22,69,C
2004,4,23,64,C
2004,4,24,87,C
2004,4,25,93,C
2004,4,26,85,C
2004,4,27,73,C
2004,4,28,91,C
2004,4,29,92,C
2004,4,30,63,C
2004,5,1,49,C
2004,5,2,64,C
2004,5,3,52,C
2004,5,4,76,C
2004,5,5,81,C
2004,5,6,77,C
2004,5,7,84,C
2004,5,8,89,C
2004,5,9,26,C
2004,5,10,52,C
2004,5,11,63,C
2004,5,12,79,C
2004,5,13,86,C
2004,5,14,87,C
2004,5,15,77,C
2004,5,16,55,C
2004,5,17,81,C
2004,5,18,87,C
2004,5,19,88,C
2004,5,20,79,C
2004,5,21,88,C
2004,5,22,88,C
2004,5,23,46,C
2004,5,24,53,C
2004,5,25,80,C
2004,5,26,47,C
2004,5,27,59,C
2004,5,28,78,C
2004,5,29,86,C
2004,5,30,81,C
2004,5,31,57,C
2004,6,1,76,C
2004,6,2,77,C
2004,6,3,74,C
2004,6,4,56,C
2004,6,5,84,C
2004,6,6,91,C
2004,6,7,94,C
2004,6,8,78,C
2004,6,9,56,C
2004,6,10,51,C
2004,6,11,36,C
2004,6,12,53,C
2004,6,13,31,C
2004,6,14,34,C
2004,6,15,79,C
2004,6,16,83,C
2004,6,17,71,C
2004,6,18,60,C
2004,6,19,60,C
2004,6,20,69,C
2004,6,21,82,C
2004,6,22,82,C
2004,6,23,84,C
2004,6,24,78,C
2004,6,25,66,C
2004,6,26,62,C
2004,6,27,64,C
2004,6,28,57,C
2004,6,29,36,C
2004,6,30,57,C
2004,7,1,48,C
2004,7,2,80,C
2004,7,3,91,C
2004,7,4,83,C
2004,7,5,84,C
2004,7,6,87,C
2004,7,7,81,C
2004,7,8,86,C
2004,7,9,77,C
2004,7,10,84,C
2004,7,11,79,C
2004,7,12,83,C
2004,7,13,71,C
2004,7,14,33,C
2004,7,15,45,C
2004,7,16,81,C
2004,7,17,84,C
2004,7,18,65,C
2004,7,19,79,C
2004,7,20,86,C
2004,7,21,90,C
2004,7,22,80,C
2004,7,23,83,C
2004,7,24,55,C
2004,7,25,64,C
2004,7,26,77,C
2004,7,27,68,C
2004,7,28,88,C
2004,7,29,91,C
2004,7,30,91,C
2004,7,31,54,C
2004,8,1,22,C
2004,8,2,33,C
2004,8,3,42,C
2004,8,4,68,C
2004,8,5,84,C
2004,8,6,81,C
2004,8,7,44,C
2004,8,8,38,C
2004,8,9,39,C
2004,8,10,18,C
2004,8,11,79,C
2004,8,12,79,C
2004,8,13,64,C
2004,8,14,82,C
2004,8,15,81,C
2004,8,16,41,C
2004,8,17,16,C
2004,8,18,53,C
2004,8,19,64,C
2004,8,20,87,C
2004,8,21,90,C
2004,8,22,77,C
2004,8,23,48,C
2004,8,24,58,C
2004,8,25,63,C
2004,8,26,88,C
2004,8,27,97,C
2004,8,28,86,C
2004,8,29,92,C
2004,8,30,88,C
2004,8,31,86,C
2004,9,1,53,C
2004,9,2,66,C
2004,9,3,74,C
2004,9,4,65,C
2004,9,5,52,C
2004,9,6,79,C
2004,9,7,64,C
2004,9,8,89,C
2004,9,9,97,C
2004,9,10,89,C
2004,9,11,87,C
2004,9,12,88,C
2004,9,13,51,C
2004,9,14,42,C
2004,9,15,74,C
2004,9,16,50,C
2004,9,17,70,C
2004,9,18,82,C
2004,9,19,71,C
2004,9,20,44,C
2004,9,21,48,C
2004,9,22,75,C
2004,9,23,22,C
2004,9,24,83,C
2004,9,25,51,C
2004,9,26,17,C
2004,9,27,13,C
2004,9,28,31,C
2004,9,29,57,C
2004,9,30,73,C
2004,10,1,58,C
2004,10,2,81,C
2004,10,3,37,C
2004,10,4,23,C
2004,10,5,14,C
2004,10,6,9,C
2004,10,7,31,C
2004,10,8,32,C
2004,10,9,12,C
2004,10,10,27,C
2004,10,11,61,C
2004,10,12,34,C
2004,10,13,12,C
2004,10,14,48,C
2004,10,15,19,C
2004,10,16,20,C
2004,10,17,23,C
2004,10,18,5,C
2004,10,19,2,C
2004,10,20,10,C
2004,10,21,55,C
2004,10,22,46,C
2004,10,23,29,C
2004,10,24,33,C
2004,10,25,55,C
2004,10,26,80,C
2004,10,27,69,C
2004,10,28,57,C
2004,10,29,47,C
2004,10,30,30,C
2004,10,31,22,C
2004,11,1,27,C
2004,11,2,44,C
2004,11,3,45,C
2004,11,4,34,C
2004,11,5,52,C
2004,11,6,57,C
2004,11,7,45,C
2004,11,8,55,C
2004,11,9,87,C
2004,11,10,81,C
2004,11,11,55,C
2004,11,12,72,C
2004,11,13,85,C
2004,11,14,55,C
2004,11,15,66,C
2004,11,16,86,C
2004,11,17,59,C
2004,11,18,4,C
2004,11,19,0,C
2004,11,20,2,C
2004,11,21,18,C
2004,11,22,34,C
2004,11,23,79,C
2004,11,24,91,C
2004,11,25,80,C
2004,11,26,71,C
2004,11,27,75,C
2004,11,28,9,C
2004,11,29,11,C
2004,11,30,18,C
2004,12,1,32,C
2004,12,2,31,C
2004,12,3,72,C
2004,12,4,11,C
2004,12,5,28,C
2004,12,6,39,C
2004,12,7,72,C
2004,12,8,15,C
2004,12,9,3,C
2004,12,10,5,C
2004,12,11,12,C
2004,12,12,4,C
2004,12,13,21,C
2004,12,14,26,C
2004,12,15,14,C
2004,12,16,29,C
2004,12,17,28,C
2004,12,18,41,C
2004,12,19,33,C
2004,12,20,27,C
2004,12,21,72,C
2004,12,22,81,C
2004,12,23,61,C
2004,12,24,71,C
2004,12,25,81,C
2004,12,26,51,C
2004,12,27,46,C
2004,12,28,60,C
2004,12,29,39,C
2004,12,30,87,C
2004,12,31,47,C
2005,1,1,19,C
2005,1,2,61,C
2005,1,3,68,C
2005,1,4,85,C
2005,1,5,87,C
2005,1,6,27,C
2005,1,7,36,C
2005,1,8,88,C
2005,1,9,56,C
2005,1,10,47,C
2005,1,11,27,C
2005,1,12,51,C
2005,1,13,92,C
2005,1,14,42,C
2005,1,15,21,C
2005,1,16,22,C
2005,1,17,34,C
2005,1,18,68,C
2005,1,19,78,C
2005,1,20,87,C
2005,1,21,81,C
2005,1,22,60,C
2005,1,23,30,C
2005,1,24,76,C
2005,1,25,81,C
2005,1,26,78,C
2005,1,27,86,C
2005,1,28,92,C
2005,1,29,94,C
2005,1,30,100,C
2005,1,31,96,C
2005,2,1,95,C
2005,2,2,97,C
2005,2,3,100,C
2005,2,4,97,C
2005,2,5,97,C
2005,2,6,92,C
2005,2,7,54,C
2005,2,8,88,C
2005,2,9,89,C
2005,2,10,82,C
2005,2,11,86,C
2005,2,12,60,C
2005,2,13,83,C
2005,2,14,92,C
2005,2,15,96,C
2005,2,16,89,C
2005,2,17,90,C
2005,2,18,96,C
2005,2,19,88,C
2005,2,20,93,C
2005,2,21,98,C
2005,2,22,100,C
2005,2,23,95,C
2005,2,24,96,C
2005,2,25,96,C
2005,2,26,100,C
2005,2,27,97,C
2005,2,28,90,C
2005,3,1,94,C
2005,3,2,98,C
2005,3,3,76,C
2005,3,4,74,C
2005,3,5,14,C
2005,3,6,0,C
2005,3,7,34,C
2005,3,8,26,C
2005,3,9,67,C
2005,3,10,86,C
2005,3,11,94,C
2005,3,12,93,C
2005,3,13,92,C
2005,3,14,89,C
2005,3,15,98,C
2005,3,16,94,C
2005,3,17,73,C
2005,3,18,80,C
2005,3,19,47,C
2005,3,20,68,C
2005,3,21,88,C
2005,3,22,88,C
2005,3,23,87,C
2005,3,24,76,C
2005,3,25,81,C
2005,3,26,92,C
2005,3,27,92,C
2005,3,28,81,C
2005,3,29,88,C
2005,3,30,97,C
2005,3,31,93,C
2005,4,1,99,C
2005,4,2,77,C
2005,4,3,74,C
2005,4,4,63,C
2005,4,5,86,C
2005,4,6,77,C
2005,4,7,63,C
2005,4,8,86,C
2005,4,9,88,C
2005,4,10,87,C
2005,4,11,86,C
2005,4,12,89,C
2005,4,13,92,C
2005,4,14,74,C
2005,4,15,84,C
2005,4,16,94,C
2005,4,17,85,C
2005,4,18,24,C
2005,4,19,28,C
2005,4,20,66,C
2005,4,21,83,C
2005,4,22,61,C
2005,4,23,74,C
2005,4,24,81,C
2005,4,25,88,C
2005,4,26,91,C
2005,4,27,99,C
2005,4,28,85,C
2005,4,29,87,C
2005,4,30,88,C
2005,5,1,88,C
2005,5,2,87,C
2005,5,3,77,C
2005,5,4,82,C
2005,5,5,87,C
2005,5,6,69,C
2005,5,7,78,C
2005,5,8,91,C
2005,5,9,92,C
2005,5,10,89,C
2005,5,11,93,C
2005,5,12,88,C
2005,5,13,87,C
2005,5,14,85,C
2005,5,15,84,C
2005,5,16,84,C
2005,5,17,83,C
2005,5,18,85,C
2005,5,19,87,C
2005,5,20,88,C
2005,5,21,72,C
2005,5,22,44,C
2005,5,23,75,C
2005,5,24,84,C
2005,5,25,72,C
2005,5,26,90,C
2005,5,27,90,C
2005,5,28,91,C
2005,5,29,86,C
2005,5,30,58,C
2005,5,31,82,C
2005,6,1,86,C
2005,6,2,86,C
2005,6,3,83,C
2005,6,4,86,C
2005,6,5,88,C
2005,6,6,88,C
2005,6,7,89,C
2005,6,8,84,C
2005,6,9,80,C
2005,6,10,58,C
2005,6,11,69,C
2005,6,12,86,C
2005,6,13,88,C
2005,6,14,88,C
2005,6,15,90,C
2005,6,16,91,C
2005,6,17,87,C
2005,6,18,91,C
2005,6,19,88,C
2005,6,20,88,C
2005,6,21,90,C
2005,6,22,90,C
2005,6,23,95,C
2005,6,24,91,C
2005,6,25,82,C
2005,6,26,83,C
2005,6,27,80,C
2005,6,28,68,C
2005,6,29,80,C
2005,6,30,88,C
2005,7,1,84,C
2005,7,2,58,C
2005,7,3,33,C
2005,7,4,58,C
2005,7,5,33,C
2005,7,6,23,C
2005,7,7,77,C
2005,7,8,83,C
2005,7,9,78,C
2005,7,10,67,C
2005,7,11,39,C
2005,7,12,35,C
2005,7,13,58,C
2005,7,14,61,C
2005,7,15,41,C
2005,7,16,49,C
2005,7,17,39,C
2005,7,18,74,C
2005,7,19,76,C
2005,7,20,52,C
2005,7,21,84,C
2005,7,22,86,C
2005,7,23,73,C
2005,7,24,37,C
2005,7,25,34,C
2005,7,26,33,C
2005,7,27,36,C
2005,7,28,65,C
2005,7,29,89,C
2005,7,30,90,C
2005,7,31,87,C
2005,8,1,57,C
2005,8,2,31,C
2005,8,3,34,C
2005,8,4,57,C
2005,8,5,76,C
2005,8,6,68,C
2005,8,7,62,C
2005,8,8,64,C
2005,8,9,86,C
2005,8,10,85,C
2005,8,11,72,C
2005,8,12,65,C
2005,8,13,92,C
2005,8,14,87,C
2005,8,15,85,C
2005,8,16,88,C
2005,8,17,87,C
2005,8,18,90,C
2005,8,19,97,C
2005,8,20,99,C
2005,8,21,91,C
2005,8,22,86,C
2005,8,23,63,C
2005,8,24,80,C
2005,8,25,85,C
2005,8,26,88,C
2005,8,27,90,C
2005,8,28,86,C
2005,8,29,69,C
2005,8,30,41,C
2005,8,31,20,C
2005,9,1,49,C
2005,9,2,85,C
2005,9,3,84,C
2005,9,4,87,C
2005,9,5,31,C
2005,9,6,73,C
2005,9,7,60,C
2005,9,8,81,C
2005,9,9,77,C
2005,9,10,69,C
2005,9,11,56,C
2005,9,12,63,C
2005,9,13,79,C
2005,9,14,65,C
2005,9,15,53,C
2005,9,16,45,C
2005,9,17,79,C
2005,9,18,87,C
2005,9,19,59,C
2005,9,20,64,C
2005,9,21,49,C
2005,9,22,63,C
2005,9,23,80,C
2005,9,24,88,C
2005,9,25,94,C
2005,9,26,92,C
2005,9,27,87,C
2005,9,28,65,C
2005,9,29,64,C
2005,9,30,47,C
2005,10,1,36,C
2005,10,2,54,C
2005,10,3,72,C
2005,10,4,59,C
2005,10,5,79,C
2005,10,6,62,C
2005,10,7,71,C
2005,10,8,67,C
2005,10,9,72,C
2005,10,10,60,C
2005,10,11,65,C
2005,10,12,71,C
2005,10,13,47,C
2005,10,14,34,C
2005,10,15,53,C
2005,10,16,45,C
2005,10,17,75,C
2005,10,18,61,C
2005,10,19,41,C
2005,10,20,31,C
2005,10,21,21,C
2005,10,22,44,C
2005,10,23,39,C
2005,10,24,10,C
2005,10,25,84,C
2005,10,26,59,C
2005,10,27,57,C
2005,10,28,40,C
2005,10,29,80,C
2005,10,30,87,C
2005,10,31,88,C
2005,11,1,86,C
2005,11,2,82,C
2005,11,3,66,C
2005,11,4,53,C
2005,11,5,42,C
2005,11,6,47,C
2005,11,7,72,C
2005,11,8,59,C
2005,11,9,67,C
2005,11,10,50,C
2005,11,11,30,C
2005,11,12,55,C
2005,11,13,85,C
2005,11,14,88,C
2005,11,15,89,C
2005,11,16,69,C
2005,11,17,50,C
2005,11,18,58,C
2005,11,19,38,C
2005,11,20,20,C
2005,11,21,28,C
2005,11,22,28,C
2005,11,23,32,C
2005,11,24,55,C
2005,11,25,64,C
2005,11,26,17,C
2005,11,27,21,C
2005,11,28,76,C
2005,11,29,48,C
2005,11,30,81,C
2005,12,1,30,C
2005,12,2,20,C
2005,12,3,79,C
2005,12,4,39,C
2005,12,5,94,C
2005,12,6,95,C
2005,12,7,93,C
2005,12,8,66,C
2005,12,9,66,C
2005,12,10,81,C
2005,12,11,59,C
2005,12,12,84,C
2005,12,13,88,C
2005,12,14,88,C
2005,12,15,74,C
2005,12,16,65,C
2005,12,17,27,C
2005,12,18,10,C
2005,12,19,20,C
2005,12,20,22,C
2005,12,21,24,C
2005,12,22,4,C
2005,12,23,13,C
2005,12,24,43,C
2005,12,25,83,C
2005,12,26,51,C
2005,12,27,85,C
2005,12,28,92,C
2005,12,29,81,C
2005,12,30,95,C
2005,12,31,51,C
2006,1,1,56,C
2006,1,2,31,C
2006,1,3,85,C
2006,1,4,89,C
2006,1,5,79,C
2006,1,6,88,C
2006,1,7,51,C
2006,1,8,85,C
2006,1,9,88,C
2006,1,10,88,C
2006,1,11,71,C
